0.200000,425.000000
0.200000,858.000000
0.300000,253.000000
0.400000,136.000000
0.500000,18.000000
0.500000,205.000000
0.700000,618.000000
0.900000,433.000000
1.000000,41.000000
1.000000,77.000000
1.000000,526.000000
1.000000,949.000000
2.000000,224.000000
2.000000,519.000000
2.000000,813.000000
2.000000,984.000000
3.000000,21.000000
3.000000,33.000000
3.000000,659.000000
4.000000,9.000000
4.000000,19.000000
4.000000,22.000000
4.000000,25.000000
4.000000,26.000000
4.000000,349.000000
4.000000,609.000000
5.000000,361.000000
5.000000,937.000000
6.000000,7.000000
6.000000,8.000000
6.000000,24.000000
7.000000,12.000000
7.000000,27.000000
8.000000,16.000000
8.000000,783.000000
9.000000,21.000000
9.000000,417.000000
10.000000,1.000000
10.000000,16.000000
10.000000,20.000000
10.000000,28.000000
10.000000,88.000000
11.000000,11.000000
11.000000,121.000000
11.000000,274.000000
12.000000,5.000000
14.000000,10.000000
14.000000,13.000000
14.000000,418.000000
14.000000,930.000000
15.000000,5.000000
15.000000,22.000000
15.000000,23.000000
15.000000,58.000000
16.000000,99.000000
17.000000,751.000000
18.000000,5.000000
18.000000,28.000000
18.000000,242.000000
18.000000,576.000000
19.000000,10.000000
19.000000,275.000000
23.000000,700.000000
23.000000,803.000000
27.000000,9.000000
27.000000,829.000000
27.000000,874.000000
28.000000,2.000000
28.000000,42.000000
29.000000,451.000000
30.000000,796.000000
31.000000,445.000000
31.000000,610.000000
32.000000,221.000000
32.000000,289.000000
34.000000,471.000000
35.000000,7.000000
35.000000,674.000000
36.000000,229.000000
37.000000,8.000000
37.000000,27.000000
37.000000,600.000000
38.000000,3.000000
38.000000,394.000000
38.000000,665.000000
40.000000,874.000000
41.000000,33.000000
41.000000,646.000000
42.000000,3.000000
42.000000,7.000000
42.000000,101.000000
42.000000,149.000000
42.000000,506.000000
43.000000,17.000000
43.000000,455.000000
44.000000,11.000000
46.000000,133.000000
47.000000,335.000000
47.000000,838.000000
48.000000,664.000000
50.000000,15.000000
50.000000,34.000000
55.000000,10.000000
56.000000,5.000000
56.000000,16.000000
57.000000,38.000000
57.000000,838.000000
58.000000,42.000000
59.000000,1.000000
65.000000,97.000000
70.000000,16.000000
70.000000,35.000000
73.000000,1.000000
73.000000,10.000000
73.000000,14.000000
73.000000,42.000000
75.000000,4.000000
78.000000,6.000000
80.000000,1.000000
80.000000,17.000000
81.000000,0.000000
87.000000,2.000000
87.000000,13.000000
90.000000,2.000000
92.000000,20.000000
94.000000,12.000000
95.000000,31.000000
96.000000,27.000000
97.000000,0.000000
98.000000,10.000000
98.000000,49.000000
101.000000,3.000000
104.000000,498.000000
105.000000,4.000000
108.000000,233.000000
109.000000,3.000000
109.000000,4.000000
114.000000,9.000000
116.000000,1.000000
118.000000,67.000000
120.000000,47.000000
128.000000,15.000000
131.000000,368.000000
133.000000,8.000000
136.000000,7.000000
138.000000,487.000000
145.000000,8.000000
151.000000,356.000000
156.000000,595.000000
158.000000,817.000000
165.000000,687.000000
168.000000,376.000000
170.000000,486.000000
201.000000,834.000000
202.000000,483.000000
223.000000,229.000000
229.000000,607.000000
331.000000,397.000000
333.000000,513.000000
335.000000,17.000000
377.000000,5.000000
391.000000,435.000000
393.000000,173.000000
446.000000,834.000000
453.000000,118.000000
464.000000,4.000000
471.000000,280.000000
480.000000,868.000000
482.000000,31.000000
493.000000,676.000000
531.000000,890.000000
582.000000,4.000000
586.000000,4.000000
597.000000,506.000000
614.000000,3.000000
614.000000,947.000000
637.000000,17.000000
672.000000,2.000000
751.000000,99.000000
761.000000,2.000000
792.000000,766.000000
806.000000,3.000000
900.000000,8.000000
944.000000,10.000000
980.000000,6.000000
996.000000,755.000000
